Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,AST,HST,AvgLast5AwayGoalsScored,AvgLast5HomeCorners,HF,AS,AF,AvgAwayGoalsConceded,AvgAwayGoalsScored,AvgHomeCorners,Last5HomeOver2.5Perc,AvgLast5HomeCornersConceded,B365AHA,MaxC_gt_2.5,AvgLast5HomeGoalsScored,B365C_gt_2.5,B365CAHA,AwayOver2.5Perc,HY,MaxC_lt_2.5,MaxAHA,PredictedTotalCorners,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,PredictedAwayCorners,HS,AvgLast5AwayCorners,PredictedTotalCorners_Last5,AvgLast5AwayCornersConceded,PredictedHomeCorners,Last5AwayOver2.5Perc,AvgLast5HomeGoalsConceded,Over2.5,OverUnder10.5Corners
2024-04-21,E0,13:30,Everton,Nott'm Forest,H,H,A Taylor,2023/2024,3,4,0.8,5.0,15,8,9,1.95,1.16,5.11,40.0,5.0,2.05,2.18,1.4,2.1,1.93,57.89,3,1.82,2.15,9.99,36.84,2.2,4.15,7,3.6,8.6,7.4,5.84,40.0,1.2,0,0
2024-05-04,E0,15:00,Sheffield United,Nott'm Forest,A,D,C Kavanagh,2023/2024,4,5,1.0,5.0,9,15,7,1.95,1.16,4.11,100.0,6.6,1.89,1.61,1.4,1.57,1.85,57.89,0,2.5,1.91,9.75,84.21,1.6,4.5,17,3.8,8.8,7.0,5.25,40.0,3.6,1,0
2024-05-19,E0,16:00,Burnley,Nott'm Forest,A,A,G Scott,2023/2024,6,3,1.4,4.8,11,12,5,1.95,1.16,5.58,60.0,5.4,2.04,1.6,1.2,1.53,2.08,57.89,1,2.6,2.08,10.09,57.89,1.6,4.09,20,3.8,8.6,6.6,6.0,60.0,1.8,1,0
2024-08-24,E0,15:00,Southampton,Nott'm Forest,A,D,S Barrott,2024/2025,8,1,1.0,4.0,14,23,14,1.58,1.68,3.16,0.0,10.0,2.07,1.97,0.0,1.8,1.9,68.42,3,2.18,2.09,10.31,68.42,0.0,6.1,5,10.0,14.0,4.0,4.21,0.0,1.0,0,1
2024-09-14,E0,15:00,Liverpool,Nott'm Forest,A,D,M Oliver,2024/2025,3,5,1.0,8.0,15,5,6,1.58,1.68,6.53,0.0,3.0,1.83,1.44,1.0,1.4,2.07,68.42,4,3.06,1.87,10.84,63.16,0.0,4.23,14,6.0,14.0,5.5,6.61,0.0,0.5,0,0
2024-09-22,E0,14:00,Brighton,Nott'm Forest,D,H,R Jones,2024/2025,3,3,1.33,7.33,12,4,11,1.58,1.68,4.79,66.67,2.33,1.86,1.99,1.33,1.8,1.78,68.42,3,2.12,1.91,9.75,68.42,0.67,4.05,14,4.33,11.66,6.67,5.7,33.33,1.0,1,0
2024-10-06,E0,14:00,Chelsea,Nott'm Forest,D,D,C Kavanagh,2024/2025,9,8,1.25,6.75,12,16,11,1.58,1.68,6.47,25.0,3.25,1.85,1.63,1.5,1.57,1.84,68.42,6,2.49,1.88,10.56,57.89,0.75,3.88,22,4.0,10.75,7.75,6.68,25.0,1.5,0,1
2024-10-25,E0,20:00,Leicester,Nott'm Forest,A,D,C Pawson,2024/2025,5,1,1.6,3.0,16,20,9,1.58,1.68,4.21,40.0,6.8,2.07,2.04,1.0,2.01,2.08,68.42,5,1.91,2.09,9.88,47.37,0.8,4.85,11,4.6,7.6,7.4,5.03,40.0,1.4,1,1
2024-11-23,E0,15:00,Arsenal,Nott'm Forest,H,H,S Hooper,2024/2025,0,7,1.4,8.4,10,7,1,1.58,1.68,7.42,80.0,2.4,2.03,1.9,2.6,1.87,1.95,68.42,3,2.1,2.07,10.92,52.63,1.4,3.51,19,2.8,11.2,8.2,7.41,60.0,1.2,1,0
2024-12-04,E0,19:30,Man City,Nott'm Forest,H,H,M Oliver,2024/2025,3,7,1.2,9.0,7,12,15,1.58,1.68,7.0,80.0,2.2,1.85,1.51,1.8,1.44,2.04,68.42,2,2.88,1.87,10.75,73.68,2.0,3.49,17,2.8,11.8,8.4,7.26,80.0,1.6,1,0
2024-12-07,E0,17:30,Man United,Nott'm Forest,A,D,D England,2024/2025,3,7,1.4,4.2,10,11,13,1.58,1.68,5.58,80.0,4.0,2.05,1.88,2.4,1.73,2.03,68.42,0,2.17,2.08,9.86,52.63,2.0,3.94,17,3.2,7.4,7.6,5.92,80.0,1.0,1,0
2024-12-21,E0,15:00,Brentford,Nott'm Forest,A,A,M Oliver,2024/2025,6,3,1.6,5.6,9,10,14,1.58,1.68,5.16,80.0,4.4,1.85,1.64,3.0,1.57,2.06,68.42,3,2.46,1.88,10.25,63.16,1.8,4.46,7,3.6,9.2,7.2,5.79,80.0,2.0,0,1
2024-12-29,E0,15:00,Everton,Nott'm Forest,A,A,T Harrington,2024/2025,7,2,1.4,4.8,13,11,10,1.58,1.68,4.26,20.0,3.8,2.02,2.45,1.0,2.3,2.08,68.42,4,1.66,2.05,9.51,47.37,1.6,4.32,13,3.0,7.8,7.0,5.19,60.0,0.6,0,0
2025-01-06,E0,20:00,Wolves,Nott'm Forest,A,A,P Bankes,2024/2025,3,6,2.0,4.0,10,11,8,1.58,1.68,3.89,60.0,4.6,1.99,2.1,1.4,1.87,2.02,68.42,1,2.1,2.02,9.35,57.89,1.0,4.5,13,3.4,7.4,6.4,4.85,60.0,1.8,1,0
2025-01-25,E0,15:00,Bournemouth,Nott'm Forest,H,H,C Pawson,2024/2025,4,10,2.0,6.8,9,18,12,1.58,1.68,6.32,20.0,5.8,2.08,1.87,1.6,1.73,1.96,68.42,2,2.25,2.09,10.97,31.58,1.4,4.6,16,4.8,11.6,5.4,6.37,60.0,0.2,1,1
2025-02-15,E0,15:00,Fulham,Nott'm Forest,H,D,T Bramall,2024/2025,2,10,1.6,5.4,13,8,8,1.58,1.68,5.32,60.0,3.6,1.98,2.04,1.2,1.98,2.08,68.42,0,1.94,2.02,9.99,63.16,1.4,4.25,24,5.0,10.4,6.0,5.74,60.0,1.2,1,1
2025-02-23,E0,14:00,Newcastle,Nott'm Forest,H,H,J Gillett,2024/2025,5,5,1.8,6.2,11,17,13,1.58,1.68,6.21,100.0,5.4,1.84,1.62,2.4,1.57,1.98,68.42,1,2.53,1.87,10.96,63.16,2.2,4.69,13,5.2,11.4,5.6,6.27,80.0,1.8,1,1
2025-03-15,E0,15:00,Ipswich,Nott'm Forest,A,A,M Salisbury,2024/2025,6,4,2.2,3.2,4,11,13,1.58,1.68,4.11,80.0,5.0,2.02,1.99,0.8,1.95,2.03,68.42,1,2.01,2.04,9.59,52.63,2.6,4.76,11,5.0,8.2,5.8,4.83,100.0,3.6,1,0
2025-04-05,E0,17:30,Aston Villa,Nott'm Forest,H,H,S Hooper,2024/2025,3,8,1.8,6.4,7,19,15,1.58,1.68,7.47,60.0,3.8,1.88,1.99,1.6,1.95,2.07,68.42,2,2.01,1.9,11.01,57.89,3.0,4.03,17,5.2,11.6,5.6,6.98,100.0,1.2,1,0
2025-04-21,E0,20:00,Tottenham,Nott'm Forest,A,A,P Bankes,2024/2025,3,6,2.2,6.4,11,4,12,1.58,1.68,7.16,60.0,3.2,2.03,1.7,1.4,1.67,1.8,68.42,1,2.31,2.03,11.25,73.68,2.2,4.36,22,3.6,10.0,6.4,6.89,100.0,1.2,1,0
2025-05-05,E0,20:00,Crystal Palace,Nott'm Forest,D,D,A Madley,2024/2025,4,3,2.2,4.4,9,12,15,1.58,1.68,4.58,40.0,4.8,1.85,2.05,1.6,2.01,2.03,68.42,3,1.92,1.91,9.91,47.37,2.0,4.66,20,3.6,8.0,6.2,5.25,80.0,0.6,0,1
2025-05-18,E0,14:15,West Ham,Nott'm Forest,A,A,S Barrott,2024/2025,5,5,2.0,3.6,14,10,7,1.58,1.68,4.63,40.0,5.2,1.88,2.03,1.0,2.02,2.09,68.42,6,1.9,1.88,9.63,57.89,1.4,4.41,16,3.8,7.4,6.4,5.22,80.0,1.4,1,1
2025-08-24,E0,14:00,Crystal Palace,Nott'm Forest,D,H,A Taylor,2025/2026,1,4,1.0,1.0,11,9,11,1.42,0.92,3.83,0.0,3.0,1.83,2.1,1.0,2.1,1.74,41.67,3,1.83,1.83,7.72,41.67,1.0,4.14,8,3.0,4.0,1.0,3.58,0.0,1.0,0,0
2025-09-13,E0,12:30,Arsenal,Nott'm Forest,H,H,D England,2025/2026,1,5,0.5,5.0,8,5,11,1.42,0.92,5.92,100.0,3.0,2.03,1.7,4.0,1.67,1.88,41.67,1,2.3,2.03,9.23,58.33,2.0,3.75,16,3.5,8.5,4.5,5.48,50.0,0.0,1,1
2025-09-20,E0,15:00,Burnley,Nott'm Forest,D,D,T Bramall,2025/2026,8,5,0.67,3.0,12,17,11,1.42,0.92,3.08,0.0,7.0,1.88,2.1,1.0,2.1,1.83,41.67,1,1.8,1.88,8.67,33.33,1.67,4.97,12,4.0,7.0,4.33,3.7,33.33,0.67,0,0
2025-10-05,E0,14:00,Newcastle,Nott'm Forest,H,D,P Bankes,2025/2026,4,9,0.5,8.0,16,5,15,1.42,0.92,7.42,50.0,4.5,1.85,1.66,1.5,1.62,2.03,41.67,0,2.3,1.9,11.3,66.67,1.75,4.62,18,3.25,11.25,5.25,6.68,25.0,1.25,0,0
2025-10-26,E0,14:00,Bournemouth,Nott'm Forest,H,H,S Barrott,2025/2026,4,5,0.4,5.4,17,8,7,1.42,0.92,5.0,40.0,3.2,1.83,1.85,1.6,1.8,1.85,41.67,3,2.0,1.83,9.28,50.0,1.8,4.18,13,3.4,8.8,5.4,5.1,20.0,0.4,0,0
2025-11-22,E0,15:00,Liverpool,Nott'm Forest,A,A,A Madley,2025/2026,7,4,0.8,5.2,11,15,8,1.42,0.92,5.82,60.0,5.2,1.9,1.62,1.2,1.57,1.83,41.67,2,2.48,1.96,10.11,45.45,1.6,4.44,21,4.0,9.2,6.8,5.67,40.0,1.2,1,1
2025-12-03,E0,19:30,Wolves,Nott'm Forest,A,D,T Robinson,2025/2026,3,1,1.0,3.0,19,10,11,1.42,0.92,3.18,40.0,4.8,1.95,2.2,0.8,2.1,2.05,41.67,2,1.73,1.95,8.7,54.55,1.0,4.8,5,5.0,8.0,5.8,3.9,20.0,2.0,0,1
2025-12-06,E0,15:00,Everton,Nott'm Forest,H,H,C Kavanagh,2025/2026,3,5,0.8,6.4,17,7,15,1.42,0.92,4.92,80.0,5.4,1.98,2.18,1.6,2.1,2.08,41.67,4,1.75,2.0,9.88,41.67,1.4,4.64,11,4.6,11.0,6.2,5.24,40.0,1.6,1,0
2025-12-22,E0,20:00,Fulham,Nott'm Forest,H,H,A Taylor,2025/2026,2,1,0.8,6.2,5,12,9,1.42,0.92,5.17,60.0,3.2,1.78,1.91,2.0,1.91,1.98,41.67,5,1.96,1.78,10.0,58.33,1.2,4.79,11,5.4,11.6,4.8,5.21,40.0,1.4,0,0
2026-01-03,E0,12:30,Aston Villa,Nott'm Forest,H,H,S Hooper,2025/2026,5,4,1.0,5.0,10,10,20,1.42,0.92,5.18,80.0,4.8,1.88,1.91,2.4,1.88,1.93,41.67,1,2.0,1.88,9.76,63.64,1.4,4.7,11,5.4,10.4,4.4,5.06,60.0,0.6,1,0
2026-01-06,E0,20:00,West Ham,Nott'm Forest,A,H,T Harrington,2025/2026,5,3,0.8,5.6,15,13,9,1.42,0.92,5.67,60.0,3.8,1.98,1.91,1.0,1.8,2.05,41.67,3,2.0,1.98,10.14,75.0,1.6,4.79,14,5.2,10.8,4.0,5.35,60.0,2.0,1,1
2026-01-25,E0,14:00,Brentford,Nott'm Forest,A,A,S Barrott,2025/2026,2,1,1.0,3.6,11,7,10,1.42,0.92,4.0,40.0,5.6,1.95,2.0,1.6,2.0,2.0,41.67,1,1.91,1.95,8.99,58.33,1.6,4.7,10,4.4,8.0,4.6,4.29,60.0,0.8,0,1
2023-08-18,E0,19:45,Nott'm Forest,Sheffield United,H,H,P Bankes,2023/2024,3,4,1.0,6.0,5,7,9,2.47,0.84,4.32,100.0,7.0,1.95,2.31,2.0,2.2,1.99,57.89,2,1.75,1.96,10.33,52.63,2.0,4.73,16,7.0,13.0,6.0,5.6,100.0,1.0,1,1
2023-09-16,E0,15:00,Tottenham,Sheffield United,H,D,P Bankes,2023/2024,5,10,1.0,10.0,13,7,14,2.47,0.84,7.21,50.0,4.0,1.87,1.45,2.0,1.4,1.92,57.89,6,3.19,1.94,11.97,84.21,2.0,3.93,28,4.5,14.5,10.5,8.04,100.0,0.5,1,1
2023-09-30,E0,15:00,West Ham,Sheffield United,H,H,G Scott,2023/2024,2,9,0.67,4.67,6,16,9,2.47,0.84,4.68,66.67,8.0,1.91,1.82,2.0,1.73,1.89,57.89,1,2.42,1.94,10.42,52.63,2.0,4.42,20,4.33,9.0,9.33,6.0,66.67,1.33,0,1
2023-10-07,E0,15:00,Fulham,Sheffield United,H,D,S Barrott,2023/2024,2,6,0.75,7.0,8,5,10,2.47,0.84,5.89,50.0,3.0,1.73,1.87,1.0,1.73,2.09,57.89,1,2.16,1.82,10.69,63.16,2.25,3.8,20,4.25,11.25,9.25,6.89,75.0,1.5,1,1
2023-10-28,E0,15:00,Arsenal,Sheffield United,H,H,T Robinson,2023/2024,0,8,0.6,8.4,9,2,13,2.47,0.84,6.79,80.0,3.0,1.78,1.4,2.6,1.36,2.07,57.89,0,3.3,1.89,10.64,73.68,2.8,3.18,13,3.6,12.0,8.6,7.46,80.0,1.0,1,0
2023-11-12,E0,14:00,Brighton,Sheffield United,D,H,J Brooks,2023/2024,1,6,0.6,6.0,13,9,16,2.47,0.84,7.05,60.0,2.8,2.02,1.56,2.0,1.5,1.92,57.89,3,2.89,2.09,10.7,57.89,2.6,3.33,11,2.8,8.8,8.6,7.37,60.0,1.2,0,0
2023-12-02,E0,15:00,Burnley,Sheffield United,H,H,C Kavanagh,2023/2024,3,7,0.4,7.6,9,6,12,2.47,0.84,5.58,60.0,3.0,1.78,2.16,1.4,2.08,1.96,57.89,2,1.85,1.87,10.22,57.89,3.2,3.68,19,2.6,10.2,6.8,6.54,60.0,1.8,1,0
2023-12-16,E0,15:00,Chelsea,Sheffield United,H,D,A Madley,2023/2024,1,6,0.4,5.4,9,6,14,2.47,0.84,6.11,60.0,5.0,2.0,1.43,2.2,1.4,2.06,57.89,1,3.22,2.03,10.46,63.16,3.2,3.85,15,3.0,8.4,6.8,6.61,60.0,2.0,0,1
2023-12-22,E0,20:00,Aston Villa,Sheffield United,D,D,A Taylor,2023/2024,2,4,0.4,5.2,11,5,16,2.47,0.84,6.0,40.0,2.0,2.02,1.45,1.8,1.4,1.87,57.89,3,3.19,2.02,9.74,78.95,2.8,3.21,12,2.4,7.6,6.8,6.53,40.0,0.6,0,0
2023-12-30,E0,15:00,Man City,Sheffield United,H,H,D Coote,2023/2024,2,4,0.4,9.8,5,4,6,2.47,0.84,8.16,60.0,3.6,1.89,1.36,2.8,1.3,1.87,57.89,1,3.66,1.95,11.41,57.89,2.2,3.11,18,2.6,12.4,8.0,8.3,20.0,1.4,0,1
2024-01-30,E0,20:00,Crystal Palace,Sheffield United,H,D,T Harrington,2023/2024,5,4,0.6,6.0,8,9,18,2.47,0.84,5.42,60.0,4.0,2.08,2.11,1.6,2.07,1.82,57.89,1,1.92,2.11,10.0,63.16,2.6,3.49,12,2.2,8.2,9.0,6.51,40.0,1.6,1,1
2024-02-10,E0,15:00,Luton,Sheffield United,A,A,C Kavanagh,2023/2024,3,5,1.2,7.8,7,7,12,2.47,0.84,6.63,80.0,3.4,1.9,1.85,1.8,1.8,1.99,57.89,1,2.12,1.92,11.18,68.42,1.8,3.69,20,2.2,10.0,10.4,7.49,40.0,1.6,1,1
2024-02-25,E0,13:30,Wolves,Sheffield United,H,H,D Bond,2023/2024,4,2,1.2,6.2,8,12,4,2.47,0.84,5.21,60.0,4.6,1.86,1.81,1.8,1.73,2.08,57.89,2,2.2,1.91,10.31,63.16,1.6,3.8,13,2.2,8.4,10.0,6.51,40.0,1.4,0,1
2024-03-09,E0,15:00,Bournemouth,Sheffield United,D,A,A Taylor,2023/2024,9,12,1.4,7.6,12,13,11,2.47,0.84,7.05,60.0,5.4,1.92,1.5,1.2,1.4,2.0,57.89,3,2.96,1.96,11.65,63.16,1.8,3.97,32,2.6,10.2,10.2,7.68,60.0,1.6,1,1
2024-04-04,E0,19:30,Liverpool,Sheffield United,H,H,S Attwell,2023/2024,3,9,1.6,10.0,6,8,9,2.47,0.84,8.58,80.0,3.2,2.04,1.19,2.6,1.17,2.03,57.89,0,5.9,2.06,11.98,68.42,2.0,3.19,29,2.4,12.4,10.4,8.79,80.0,1.0,1,1
2024-04-13,E0,15:00,Brentford,Sheffield United,H,D,S Barrott,2023/2024,2,5,1.2,3.8,8,8,11,2.47,0.84,4.84,40.0,5.4,1.98,1.53,1.2,1.5,1.87,57.89,3,2.75,2.02,10.04,68.42,1.8,4.09,9,3.4,7.2,8.8,5.95,60.0,1.4,0,0
2024-04-24,E0,20:00,Man United,Sheffield United,H,D,M Salisbury,2023/2024,4,13,1.0,7.0,7,10,9,2.47,0.84,7.84,80.0,8.0,2.03,1.37,2.4,1.33,2.06,57.89,0,3.77,2.08,12.51,68.42,2.4,4.67,25,4.0,11.0,8.0,7.84,60.0,1.2,1,1
2024-04-27,E0,15:00,Newcastle,Sheffield United,H,D,T Harrington,2023/2024,5,7,1.2,6.6,9,15,10,2.47,0.84,5.89,80.0,4.0,1.86,1.33,3.4,1.29,1.92,57.89,0,3.87,1.88,10.5,68.42,3.2,3.79,20,3.8,10.4,7.8,6.71,80.0,1.0,1,0
2024-05-11,E0,15:00,Everton,Sheffield United,H,H,S Attwell,2023/2024,1,6,0.8,4.4,6,13,11,2.47,0.84,5.11,0.0,6.8,2.01,1.55,1.4,1.53,1.99,57.89,1,2.63,2.04,10.28,36.84,3.0,4.36,15,4.4,8.8,6.4,5.92,60.0,0.0,0,0
2024-08-17,E0,15:00,Newcastle,Southampton,H,H,C Pawson,2024/2025,4,1,0.0,3.0,15,19,16,2.05,0.68,6.21,0.0,12.0,1.95,1.46,1.0,1.44,2.06,52.63,2,3.05,1.98,11.84,63.16,1.0,6.4,3,12.0,15.0,3.0,5.44,0.0,0.0,0,1
2024-08-31,E0,15:00,Brentford,Southampton,H,H,J Smith,2024/2025,6,7,0.5,3.0,10,18,7,2.05,0.68,5.16,100.0,7.5,1.89,1.85,2.5,1.8,1.85,52.63,2,2.12,1.92,10.59,63.16,2.0,5.78,20,10.0,13.0,2.5,4.81,50.0,1.0,1,0
2024-09-30,E0,20:00,Bournemouth,Southampton,H,H,M Oliver,2024/2025,3,6,0.67,7.0,19,9,12,2.05,0.68,6.32,33.33,5.33,2.07,1.64,1.33,1.57,2.03,52.63,2,2.55,2.13,11.24,31.58,2.33,5.24,14,8.0,15.0,4.0,6.0,66.67,1.0,1,1
2024-10-05,E0,15:00,Arsenal,Southampton,H,D,T Harrington,2024/2025,2,6,0.75,10.25,10,8,9,2.05,0.68,7.42,50.0,2.5,2.01,1.46,2.5,1.44,2.03,52.63,0,3.0,2.05,11.38,52.63,2.5,4.23,29,6.25,16.5,6.25,7.15,75.0,1.0,1,1
2024-10-26,E0,15:00,Man City,Southampton,H,H,T Harrington,2024/2025,2,8,0.6,10.0,9,5,9,2.05,0.68,7.0,80.0,2.0,1.98,1.25,2.4,1.25,1.99,52.63,1,4.42,2.0,11.09,73.68,2.2,4.08,22,5.2,15.2,7.4,7.01,60.0,1.2,0,1
2024-11-09,E0,15:00,Wolves,Southampton,H,H,T Bramall,2024/2025,0,4,0.6,2.2,14,9,12,2.05,0.68,3.89,80.0,10.0,1.92,1.75,1.4,1.73,1.99,52.63,1,2.26,1.98,10.01,57.89,2.4,5.53,8,4.6,6.8,7.0,4.48,60.0,1.6,0,0
2024-11-29,E0,20:00,Brighton,Southampton,D,H,R Jones,2024/2025,2,5,0.6,5.8,20,10,16,2.05,0.68,4.79,80.0,4.8,1.88,1.42,2.0,1.36,1.89,52.63,2,3.27,1.91,10.08,68.42,2.0,4.65,22,4.2,10.0,8.0,5.43,40.0,1.6,0,1
2024-12-07,E0,15:00,Aston Villa,Southampton,H,H,D Bond,2024/2025,0,5,0.4,9.8,18,4,15,2.05,0.68,7.47,40.0,3.4,1.89,1.51,1.4,1.44,2.04,52.63,1,2.88,1.93,11.65,57.89,1.6,4.2,18,3.6,13.4,9.4,7.45,20.0,0.8,0,1
2024-12-22,E0,14:00,Fulham,Southampton,D,D,T Robinson,2024/2025,1,5,0.2,5.8,8,5,15,2.05,0.68,5.32,60.0,4.4,1.98,1.82,1.4,1.73,1.88,52.63,1,2.39,1.99,10.38,63.16,1.0,4.65,16,4.4,10.2,8.0,5.73,0.0,1.4,0,1
2024-12-29,E0,15:00,Crystal Palace,Southampton,H,D,M Salisbury,2024/2025,3,10,0.4,5.2,18,7,19,2.05,0.68,4.58,60.0,7.0,1.83,1.81,1.2,1.67,2.04,52.63,2,2.25,1.85,10.63,47.37,1.2,5.45,19,5.6,10.8,7.2,5.18,20.0,2.2,1,1
2025-01-16,E0,20:00,Man United,Southampton,H,A,J Brooks,2024/2025,5,9,0.6,5.4,7,13,10,2.05,0.68,5.58,80.0,2.6,2.0,1.58,1.8,1.57,1.88,52.63,1,2.53,2.0,10.15,52.63,1.4,4.32,23,4.6,10.0,8.0,5.83,40.0,1.8,1,0
2025-01-19,E0,14:00,Nott'm Forest,Southampton,H,H,A Taylor,2024/2025,4,5,0.8,3.2,4,10,18,2.05,0.68,4.26,40.0,6.8,2.0,1.75,1.6,1.67,2.05,52.63,0,2.3,2.01,10.12,31.58,1.8,5.34,14,5.0,8.2,7.0,4.78,60.0,0.8,1,0
2025-02-01,E0,15:00,Ipswich,Southampton,A,D,M Oliver,2024/2025,4,6,1.2,2.4,11,9,14,2.05,0.68,4.11,60.0,5.2,1.9,1.89,0.6,1.73,2.0,52.63,0,2.17,1.91,9.53,52.63,1.8,5.17,15,5.2,7.6,4.4,4.36,80.0,2.8,1,0
2025-02-25,E0,20:15,Chelsea,Southampton,H,H,T Bramall,2024/2025,2,10,1.2,4.6,6,7,9,2.05,0.68,6.47,100.0,3.0,1.93,1.31,2.4,1.29,1.97,52.63,1,4.0,1.96,10.13,57.89,2.6,4.29,19,4.6,9.2,4.0,5.84,100.0,1.2,1,0
2025-03-08,E0,15:00,Liverpool,Southampton,H,A,L Smith,2024/2025,4,7,1.2,4.6,10,6,9,2.05,0.68,6.53,80.0,4.4,1.95,1.3,2.6,1.25,1.8,52.63,2,4.1,1.99,10.37,63.16,2.8,4.54,28,4.0,8.6,3.6,5.83,100.0,1.0,1,0
2025-04-06,E0,14:00,Tottenham,Southampton,H,H,M Salisbury,2024/2025,4,8,1.2,6.2,16,12,20,2.05,0.68,7.16,60.0,3.8,1.86,1.45,1.4,1.36,1.95,52.63,1,3.2,1.87,11.1,73.68,2.8,4.78,13,3.4,9.6,3.4,6.32,100.0,1.2,1,0
2025-04-19,E0,15:00,West Ham,Southampton,D,D,A Kitchen,2024/2025,4,4,1.0,4.2,14,15,13,2.05,0.68,4.63,20.0,4.2,2.08,1.63,1.0,1.57,1.84,52.63,2,2.42,2.1,9.31,57.89,2.4,4.58,12,2.8,7.0,3.4,4.73,80.0,1.0,0,0
2025-05-03,E0,15:00,Leicester,Southampton,H,H,D Webb,2024/2025,2,4,0.6,6.2,12,8,13,2.05,0.68,4.21,60.0,6.4,1.85,1.9,0.4,1.73,1.81,52.63,1,2.14,1.86,9.92,47.37,2.6,5.1,14,3.8,10.0,4.6,4.82,60.0,2.2,0,1
2025-05-18,E0,12:00,Everton,Southampton,H,H,M Oliver,2024/2025,2,5,0.6,3.6,6,6,10,2.05,0.68,4.26,20.0,5.2,1.95,1.82,1.2,1.73,1.95,52.63,1,2.15,1.96,9.56,47.37,2.2,4.98,13,4.4,8.0,4.6,4.58,40.0,1.2,0,0
2025-08-23,E0,15:00,Burnley,Sunderland,H,D,M Salisbury,2025/2026,1,2,0.0,4.0,9,9,5,1.42,0.5,3.08,0.0,3.0,1.95,2.4,2.0,2.3,1.85,33.33,0,1.62,1.95,7.73,33.33,2.0,3.92,7,3.0,7.0,4.0,3.81,0.0,0.0,0,0
2025-09-13,E0,15:00,Crystal Palace,Sunderland,D,D,T Bramall,2025/2026,0,6,0.0,3.0,10,6,8,1.42,0.5,3.83,0.0,3.0,2.03,2.25,0.5,2.2,1.95,33.33,1,1.71,2.1,7.76,41.67,1.0,3.59,14,3.0,6.0,4.5,4.17,0.0,0.5,0,0
2025-09-27,E0,17:30,Nott'm Forest,Sunderland,A,A,T Harrington,2025/2026,3,6,0.33,7.0,11,11,6,1.42,0.5,6.36,66.67,5.33,1.85,2.02,1.0,1.93,1.88,33.33,4,1.93,1.85,9.92,63.64,0.67,3.88,22,3.33,10.33,5.33,6.04,0.0,1.67,0,1
2025-10-04,E0,15:00,Man United,Sunderland,H,H,S Attwell,2025/2026,3,6,0.25,4.25,10,8,12,1.42,0.5,4.45,50.0,3.25,2.05,1.68,1.75,1.62,2.05,33.33,1,2.3,2.05,8.38,36.36,1.0,3.74,15,3.25,7.5,4.5,4.64,0.0,1.0,0,0
2025-10-25,E0,15:00,Chelsea,Sunderland,A,D,A Madley,2025/2026,4,7,0.6,7.6,15,10,13,1.42,0.5,6.91,60.0,3.2,1.8,1.75,1.2,1.73,1.83,33.33,1,2.2,1.85,9.98,54.55,1.0,3.57,16,2.8,10.4,5.4,6.41,20.0,1.2,1,0
2025-11-22,E0,15:00,Fulham,Sunderland,H,D,D England,2025/2026,2,6,0.6,5.6,5,4,13,1.42,0.5,5.17,40.0,5.6,2.05,2.1,1.6,2.1,1.85,33.33,3,1.83,2.05,9.56,58.33,0.8,4.24,24,3.0,8.6,6.0,5.32,20.0,0.4,0,1
2025-12-03,E0,20:15,Liverpool,Sunderland,D,D,S Attwell,2025/2026,6,4,0.8,6.0,10,9,5,1.42,0.5,5.82,60.0,4.2,1.85,1.62,1.2,1.62,1.83,33.33,1,2.43,1.93,9.44,45.45,1.0,3.69,23,3.0,9.0,6.4,5.75,20.0,1.4,0,0
2025-12-06,E0,15:00,Man City,Sunderland,H,H,A Madley,2025/2026,1,6,0.6,8.4,9,8,10,1.42,0.5,7.08,80.0,4.0,1.95,1.48,2.8,1.44,1.9,33.33,1,2.88,1.96,10.11,58.33,1.6,3.44,18,3.2,11.6,6.2,6.67,40.0,0.6,1,1
2025-12-20,E0,15:00,Brighton,Sunderland,D,D,D England,2025/2026,6,4,0.6,5.8,11,14,15,1.42,0.5,5.55,60.0,5.4,2.0,1.88,1.8,1.88,2.03,33.33,2,2.0,2.05,9.67,54.55,1.2,4.08,16,3.4,9.2,6.4,5.59,40.0,1.2,0,0
2026-01-04,E0,15:00,Tottenham,Sunderland,D,H,S Attwell,2025/2026,3,5,0.4,5.0,10,10,6,1.42,0.5,5.82,60.0,4.4,2.05,2.25,1.4,2.1,1.88,33.33,2,1.75,2.05,9.68,54.55,1.2,4.15,13,4.2,9.2,5.2,5.53,20.0,1.4,0,0
2026-01-07,E0,19:30,Brentford,Sunderland,H,H,M Donohue,2025/2026,3,6,0.4,3.4,13,11,13,1.42,0.5,4.0,60.0,5.8,2.0,2.4,2.2,2.38,1.8,33.33,2,1.66,2.0,8.53,58.33,1.6,4.16,18,4.2,7.6,5.2,4.37,40.0,0.6,1,1
2026-01-24,E0,12:30,West Ham,Sunderland,H,H,T Bramall,2025/2026,2,5,0.4,4.8,9,7,16,1.42,0.5,5.67,80.0,4.0,2.05,2.1,1.6,2.05,1.93,33.33,2,1.83,2.05,9.51,75.0,2.0,4.16,13,4.2,9.0,4.4,5.35,60.0,1.8,1,0
