Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,AST,HST,AvgLast5AwayGoalsScored,AvgLast5HomeCorners,HF,AS,AF,AvgAwayGoalsConceded,AvgAwayGoalsScored,AvgHomeCorners,Last5HomeOver2.5Perc,AvgLast5HomeCornersConceded,B365AHA,MaxC_gt_2.5,AvgLast5HomeGoalsScored,B365C_gt_2.5,B365CAHA,AwayOver2.5Perc,HY,MaxC_lt_2.5,MaxAHA,PredictedTotalCorners,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,PredictedAwayCorners,HS,AvgLast5AwayCorners,PredictedTotalCorners_Last5,AvgLast5AwayCornersConceded,PredictedHomeCorners,Last5AwayOver2.5Perc,AvgLast5HomeGoalsConceded,Over2.5,OverUnder10.5Corners
2025-05-10,E0,17:30,Bournemouth,Aston Villa,A,A,S Attwell,2024/2025,3,4,1.8,6.6,19,6,12,1.63,1.26,6.32,40.0,5.0,2.07,1.72,0.8,1.67,1.99,68.42,4,2.35,2.09,10.98,31.58,0.4,4.78,10,4.2,10.8,6.4,6.2,60.0,1.2,0,0
2025-05-25,E0,16:00,Man United,Aston Villa,H,D,T Bramall,2024/2025,1,10,1.6,5.6,10,6,10,1.63,1.26,5.58,0.0,4.4,1.9,1.61,0.6,1.57,1.83,68.42,2,2.6,1.96,10.01,52.63,0.8,4.36,25,3.8,9.4,6.0,5.65,60.0,0.8,0,0
2025-08-23,E0,15:00,Brentford,Aston Villa,H,H,T Harrington,2025/2026,2,2,0.0,2.0,11,17,9,1.33,1.42,4.0,0.0,9.0,1.95,1.91,1.0,1.88,1.83,50.0,1,1.98,1.95,9.51,58.33,1.0,5.74,9,9.0,11.0,2.0,3.77,0.0,0.0,0,1
2025-09-13,E0,15:00,Everton,Aston Villa,D,D,S Hooper,2025/2026,1,2,0.0,6.0,17,7,15,1.33,1.42,4.92,0.0,2.5,1.78,2.2,1.0,2.2,2.0,50.0,3,1.76,1.78,9.79,41.67,0.5,4.72,20,6.0,12.0,6.0,5.07,0.0,0.0,0,1
2025-09-21,E0,14:00,Sunderland,Aston Villa,D,D,S Barrott,2025/2026,2,4,0.33,4.67,14,12,8,1.33,1.42,3.73,66.67,5.33,1.83,2.1,2.0,2.0,2.03,50.0,2,1.8,1.83,9.19,45.45,0.67,4.9,14,5.67,10.34,6.0,4.29,0.0,0.67,0,1
2025-10-19,E0,14:00,Tottenham,Aston Villa,A,D,S Hooper,2025/2026,2,3,0.75,5.5,11,8,7,1.33,1.42,5.82,50.0,7.0,1.83,1.89,1.25,1.88,1.88,50.0,2,2.0,1.83,10.86,54.55,0.75,5.34,9,5.75,11.25,6.0,5.52,25.0,1.0,1,1
2025-11-01,E0,20:00,Liverpool,Aston Villa,H,H,S Attwell,2025/2026,3,4,0.6,4.8,13,10,11,1.33,1.42,5.82,60.0,5.4,1.75,1.55,2.0,1.53,1.73,50.0,2,2.6,1.83,10.18,45.45,1.0,4.83,16,5.4,10.2,5.0,5.35,20.0,1.0,0,0
2025-11-23,E0,14:00,Leeds,Aston Villa,A,H,R Jones,2025/2026,3,5,1.0,4.4,18,14,16,1.33,1.42,5.45,80.0,3.4,2.1,2.12,1.2,2.1,1.93,50.0,5,1.78,2.1,9.44,63.64,1.0,4.31,14,4.2,8.6,5.2,5.13,40.0,1.4,1,0
2025-12-03,E0,19:30,Brighton,Aston Villa,A,D,A Madley,2025/2026,10,7,1.8,5.2,10,14,9,1.33,1.42,5.55,100.0,6.2,2.0,1.86,2.4,1.83,1.93,50.0,2,2.03,2.0,10.24,54.55,1.6,5.08,16,4.8,10.0,4.2,5.16,60.0,1.6,1,1
2025-12-14,E0,14:00,West Ham,Aston Villa,A,H,A Taylor,2025/2026,4,3,2.2,6.4,18,7,13,1.33,1.42,5.67,60.0,5.0,2.03,1.83,1.6,1.8,1.9,50.0,1,2.17,2.03,10.39,75.0,1.8,5.06,10,4.4,10.8,4.0,5.33,80.0,2.0,1,0
2025-12-27,E0,17:30,Chelsea,Aston Villa,A,H,S Attwell,2025/2026,8,3,2.2,6.4,16,11,8,1.33,1.42,6.91,60.0,3.8,2.0,1.71,1.6,1.67,1.88,50.0,5,2.25,2.0,10.6,54.55,1.8,4.59,14,4.6,11.0,4.0,6.01,80.0,1.0,1,1
2025-12-30,E0,20:15,Arsenal,Aston Villa,H,D,D England,2025/2026,3,7,2.4,5.2,18,11,9,1.33,1.42,5.92,80.0,2.8,1.93,1.71,2.8,1.67,2.03,50.0,2,2.25,1.93,9.43,58.33,2.2,4.05,22,4.4,9.6,4.4,5.38,100.0,0.8,1,0
2026-01-07,E0,19:30,Crystal Palace,Aston Villa,D,D,A Madley,2025/2026,3,5,2.0,3.6,8,15,3,1.33,1.42,3.83,40.0,3.2,2.0,1.91,0.4,1.85,2.1,50.0,2,2.0,2.0,8.64,41.67,2.0,4.57,11,4.8,8.4,4.4,4.07,80.0,1.4,0,0
2026-01-25,E0,14:00,Newcastle,Aston Villa,A,A,J Gillett,2025/2026,8,4,1.6,7.4,7,14,12,1.33,1.42,7.42,60.0,5.6,1.88,1.68,2.0,1.67,2.0,50.0,1,2.3,1.88,11.55,66.67,1.4,5.1,15,4.6,12.0,4.6,6.45,60.0,1.6,0,1
2023-08-19,E0,15:00,Liverpool,Bournemouth,H,H,T Bramall,2023/2024,5,10,1.0,10.0,11,13,13,2.05,1.42,8.58,100.0,2.0,1.86,1.32,3.0,1.25,2.07,78.95,1,4.0,1.89,12.35,68.42,3.0,4.13,26,2.0,12.0,10.0,8.22,100.0,1.0,1,1
2023-09-02,E0,15:00,Brentford,Bournemouth,D,D,R Madley,2023/2024,5,7,1.5,5.33,6,12,13,2.05,1.42,4.84,66.67,4.67,1.98,1.85,1.67,1.8,1.96,78.95,1,2.13,2.01,10.42,68.42,2.5,4.98,21,2.0,7.33,7.5,5.44,100.0,1.67,1,0
2023-09-24,E0,14:00,Brighton,Bournemouth,H,D,J Brooks,2023/2024,4,4,1.33,8.0,12,12,17,2.05,1.42,7.05,100.0,4.5,1.89,1.48,2.75,1.44,1.84,78.95,3,3.0,1.93,11.4,57.89,2.67,4.59,13,2.67,10.67,6.33,6.81,100.0,1.5,1,0
2023-10-07,E0,15:00,Everton,Bournemouth,H,H,D Coote,2023/2024,4,8,1.0,5.8,14,11,15,2.05,1.42,5.11,40.0,5.6,1.92,1.9,0.8,1.86,2.02,78.95,1,2.1,1.95,10.84,36.84,2.75,5.27,25,3.75,9.55,6.75,5.57,100.0,1.0,1,1
2023-11-04,E0,15:00,Man City,Bournemouth,H,H,C Pawson,2023/2024,1,8,1.0,5.4,8,5,9,2.05,1.42,8.16,60.0,2.8,2.04,1.35,3.2,1.3,2.07,78.95,0,3.75,2.06,11.5,57.89,3.4,4.19,21,3.2,8.6,7.8,7.31,100.0,0.6,1,1
2023-11-25,E0,15:00,Sheffield United,Bournemouth,A,A,A Madley,2023/2024,11,2,1.4,3.8,6,23,8,2.05,1.42,4.11,100.0,5.4,1.94,2.01,1.2,1.94,1.87,78.95,4,1.98,1.94,10.27,84.21,3.0,5.47,10,4.2,8.0,6.6,4.8,100.0,3.2,1,1
2023-12-06,E0,19:30,Crystal Palace,Bournemouth,A,A,C Pawson,2023/2024,4,3,1.4,5.8,10,11,17,2.05,1.42,5.42,40.0,4.4,1.92,2.09,0.6,2.07,1.88,78.95,1,1.9,1.97,10.65,63.16,2.6,4.97,16,5.6,11.4,6.2,5.68,80.0,1.4,0,1
2023-12-09,E0,15:00,Man United,Bournemouth,A,A,P Bankes,2023/2024,4,3,1.8,9.4,7,10,10,2.05,1.42,7.84,80.0,5.6,1.99,1.5,1.0,1.48,1.75,78.95,3,2.85,2.06,13.18,68.42,2.0,5.69,20,5.6,15.0,7.4,7.49,80.0,1.6,1,1
2023-12-23,E0,15:00,Nott'm Forest,Bournemouth,A,D,R Jones,2023/2024,7,5,2.4,4.4,10,18,10,2.05,1.42,4.32,40.0,5.4,1.88,2.03,1.2,1.95,1.81,78.95,0,2.03,1.91,10.53,52.63,1.8,5.51,11,5.4,9.8,7.0,5.02,80.0,1.8,1,1
2023-12-31,E0,14:00,Tottenham,Bournemouth,H,H,S Hooper,2023/2024,4,6,2.4,5.4,9,24,18,2.05,1.42,7.21,100.0,6.8,1.9,1.36,2.2,1.3,1.95,78.95,3,3.66,1.95,12.19,84.21,1.2,5.64,12,7.8,13.2,5.4,6.55,80.0,1.4,1,1
2024-02-01,E0,19:30,West Ham,Bournemouth,D,A,T Robinson,2023/2024,4,3,2.0,3.0,13,9,11,2.05,1.42,4.68,20.0,3.6,1.73,1.81,1.4,1.75,1.75,78.95,1,2.28,1.83,10.23,52.63,1.2,5.38,9,7.4,10.4,4.8,4.85,60.0,0.4,0,0
2024-02-10,E0,15:00,Fulham,Bournemouth,H,H,D England,2023/2024,4,6,1.8,6.4,11,25,11,2.05,1.42,5.89,60.0,7.2,1.81,1.9,2.0,1.75,2.01,78.95,1,2.19,1.84,11.56,63.16,1.8,5.74,7,8.4,14.8,4.4,5.82,80.0,0.8,1,1
2024-02-17,E0,15:00,Newcastle,Bournemouth,D,D,M Salisbury,2023/2024,7,5,1.6,6.0,9,12,22,2.05,1.42,5.89,100.0,4.0,2.05,1.61,2.4,1.53,1.88,78.95,1,2.69,2.05,10.97,68.42,2.2,5.31,17,8.0,14.0,3.2,5.66,80.0,2.4,1,0
2024-03-03,E0,13:00,Burnley,Bournemouth,A,A,D Coote,2023/2024,3,6,1.4,3.8,8,10,13,2.05,1.42,5.58,40.0,6.6,1.97,1.71,0.6,1.67,2.0,78.95,2,2.29,2.01,10.89,57.89,1.8,5.6,20,7.2,11.0,3.4,5.29,60.0,2.4,0,0
2024-04-06,E0,15:00,Luton,Bournemouth,H,D,A Madley,2023/2024,1,9,1.4,8.4,7,8,14,2.05,1.42,6.63,80.0,4.4,1.91,1.59,1.4,1.53,1.93,78.95,0,2.63,1.95,11.56,68.42,1.6,5.17,19,5.0,13.4,4.0,6.39,60.0,2.0,1,0
2024-04-21,E0,15:00,Aston Villa,Bournemouth,H,D,T Robinson,2023/2024,6,4,1.4,7.4,8,14,14,2.05,1.42,6.0,80.0,3.4,2.03,1.51,2.4,1.5,1.75,78.95,1,2.88,2.06,10.77,78.95,2.0,4.69,14,4.8,12.2,5.4,6.08,80.0,2.0,1,1
2024-04-24,E0,19:45,Wolves,Bournemouth,A,A,S Attwell,2023/2024,6,4,1.4,4.2,10,21,17,2.05,1.42,5.21,40.0,5.6,1.9,1.71,0.8,1.67,2.08,78.95,4,2.35,1.92,10.69,63.16,1.4,5.22,15,4.4,8.6,6.8,5.47,60.0,1.2,0,1
2024-05-04,E0,12:30,Arsenal,Bournemouth,H,H,D Coote,2023/2024,2,9,1.0,5.4,16,7,12,2.05,1.42,6.79,60.0,2.8,1.98,1.35,2.4,1.33,2.08,78.95,2,3.5,1.98,10.81,73.68,1.6,4.32,25,4.2,9.6,7.2,6.49,60.0,0.6,1,0
2024-05-19,E0,16:00,Chelsea,Bournemouth,H,H,A Taylor,2023/2024,5,6,0.8,6.8,5,22,9,2.05,1.42,6.11,80.0,6.2,1.99,1.33,3.8,1.3,1.92,78.95,2,3.92,2.02,11.49,63.16,2.0,5.25,16,4.8,11.6,7.0,6.24,80.0,0.8,1,1
2024-08-17,E0,15:00,Nott'm Forest,Bournemouth,D,H,M Oliver,2024/2025,4,8,1.0,2.0,17,13,8,1.58,1.84,4.26,0.0,6.0,2.11,1.93,1.0,1.89,1.99,78.95,1,2.04,2.14,9.77,31.58,1.0,5.86,14,6.0,8.0,2.0,3.91,0.0,1.0,0,0
2024-08-31,E0,15:00,Everton,Bournemouth,A,D,S Attwell,2024/2025,7,8,2.0,4.5,6,17,1,1.58,1.84,4.26,100.0,4.5,1.89,1.9,1.0,1.87,2.08,78.95,2,2.06,1.9,9.92,47.37,1.5,5.46,18,5.0,9.5,5.0,4.46,50.0,3.0,1,1
2024-09-21,E0,15:00,Liverpool,Bournemouth,H,H,T Harrington,2024/2025,6,13,1.33,6.33,10,19,12,1.58,1.84,6.53,33.33,5.0,1.9,1.35,1.67,1.3,2.05,78.95,1,3.7,1.93,11.16,63.16,2.0,5.33,19,6.33,12.66,4.33,5.83,66.67,0.33,1,1
2024-10-05,E0,15:00,Leicester,Bournemouth,H,H,D Bond,2024/2025,2,2,1.0,2.25,12,17,14,1.58,1.84,4.21,25.0,6.75,1.91,1.67,1.0,1.62,2.06,78.95,4,2.42,1.93,9.99,47.37,1.75,5.95,6,7.0,9.25,3.25,4.04,50.0,1.0,0,0
2024-10-26,E0,15:00,Aston Villa,Bournemouth,D,D,A Madley,2024/2025,3,8,1.0,6.2,12,11,14,1.58,1.84,7.47,40.0,3.6,2.04,1.68,1.4,1.62,1.89,78.95,7,2.49,2.07,11.4,57.89,1.6,5.06,18,7.0,13.2,4.4,6.34,40.0,1.2,0,1
2024-11-09,E0,15:00,Brentford,Bournemouth,H,D,D Bond,2024/2025,3,6,1.2,6.0,8,15,16,1.58,1.84,5.16,80.0,5.4,2.01,1.75,3.2,1.67,2.0,78.95,2,2.45,2.06,10.85,63.16,2.0,5.72,12,6.6,12.6,5.2,5.13,60.0,2.0,1,0
2024-11-30,E0,15:00,Wolves,Bournemouth,A,A,P Bankes,2024/2025,8,3,1.4,2.0,13,12,11,1.58,1.84,3.89,80.0,9.4,1.81,1.82,1.6,1.73,1.92,78.95,4,2.23,1.87,10.09,57.89,2.0,6.16,10,6.6,8.6,4.2,3.93,60.0,2.0,1,0
2024-12-08,E0,14:00,Ipswich,Bournemouth,A,H,M Salisbury,2024/2025,6,5,1.8,4.6,9,22,13,1.58,1.84,4.11,20.0,7.4,2.03,1.7,0.6,1.67,1.95,78.95,2,2.35,2.05,10.48,52.63,1.6,6.11,18,7.4,12.0,4.8,4.37,60.0,1.4,1,1
2024-12-22,E0,14:00,Man United,Bournemouth,A,A,C Pawson,2024/2025,5,7,2.4,5.0,11,10,11,1.58,1.84,5.58,80.0,3.8,2.05,1.75,2.0,1.73,2.07,78.95,1,2.3,2.05,10.53,52.63,1.4,5.05,23,5.8,10.8,7.4,5.48,80.0,1.4,1,1
2024-12-29,E0,15:00,Fulham,Bournemouth,D,H,R Jones,2024/2025,9,6,2.6,3.8,7,16,16,1.58,1.84,5.32,60.0,5.2,1.85,1.87,1.4,1.8,1.96,78.95,1,2.16,1.85,10.42,63.16,1.6,5.36,11,5.8,9.6,5.8,5.06,100.0,1.6,1,0
2025-01-14,E0,19:30,Chelsea,Bournemouth,D,H,R Jones,2024/2025,3,10,2.6,5.4,15,7,16,1.58,1.84,6.47,80.0,3.2,1.88,1.44,1.8,1.4,2.04,78.95,2,3.14,1.9,10.81,57.89,1.4,4.9,26,5.6,11.0,6.4,5.91,100.0,1.2,1,1
2025-01-18,E0,12:30,Newcastle,Bournemouth,A,A,S Attwell,2024/2025,10,5,2.6,6.0,7,19,18,1.58,1.84,6.21,100.0,4.4,2.03,1.54,2.8,1.53,1.75,78.95,1,2.77,2.09,11.45,63.16,1.2,5.54,13,6.0,12.0,7.2,5.91,100.0,1.4,1,1
2025-02-15,E0,15:00,Southampton,Bournemouth,A,A,J Gillett,2024/2025,7,4,2.8,2.6,13,14,15,1.58,1.84,3.16,80.0,4.6,1.84,1.53,0.4,1.5,2.07,78.95,1,2.9,1.88,9.74,68.42,1.2,5.89,11,4.6,7.2,6.8,3.85,100.0,3.4,1,0
2025-02-25,E0,19:30,Brighton,Bournemouth,H,H,M Oliver,2024/2025,5,4,2.4,3.8,12,19,14,1.58,1.84,4.79,40.0,5.4,2.03,1.61,1.2,1.57,1.91,78.95,2,2.51,2.13,10.03,68.42,1.6,5.41,11,6.2,10.0,4.4,4.62,100.0,0.6,1,0
2025-03-09,E0,14:00,Tottenham,Bournemouth,D,A,J Brooks,2024/2025,8,4,2.4,7.2,15,17,16,1.58,1.84,7.16,60.0,5.6,1.82,1.51,1.0,1.5,2.09,78.95,3,2.88,1.84,12.02,73.68,1.6,5.71,12,6.0,13.2,4.8,6.31,100.0,1.4,1,0
2025-04-05,E0,15:00,West Ham,Bournemouth,D,A,T Robinson,2024/2025,4,3,2.4,4.2,13,11,13,1.58,1.84,4.63,20.0,4.0,2.05,1.87,0.8,1.85,2.08,78.95,2,2.1,2.07,9.98,57.89,1.6,5.46,9,6.8,11.0,3.8,4.52,100.0,1.2,1,1
2025-04-19,E0,15:00,Crystal Palace,Bournemouth,D,D,S Barrott,2024/2025,4,0,1.6,4.2,13,15,10,1.58,1.84,4.58,60.0,4.4,2.02,1.8,1.6,1.73,2.06,78.95,3,2.21,2.02,10.21,47.37,1.4,5.76,5,6.4,10.6,3.4,4.45,80.0,0.8,0,0
2025-05-03,E0,17:30,Arsenal,Bournemouth,A,H,J Gillett,2024/2025,2,4,1.4,5.6,7,9,16,1.58,1.84,7.42,60.0,4.4,2.08,1.71,1.4,1.67,2.03,78.95,0,2.29,2.11,10.98,52.63,1.4,4.87,13,5.8,11.4,3.0,6.11,80.0,1.2,1,0
2025-05-20,E0,20:00,Man City,Bournemouth,H,H,T Bramall,2024/2025,2,5,1.4,4.6,7,8,13,1.58,1.84,7.0,60.0,2.4,1.99,1.51,2.6,1.5,1.95,78.95,1,2.8,2.0,10.33,73.68,1.6,4.51,12,4.2,8.8,3.4,5.82,80.0,0.8,1,0
2025-08-15,E0,20:00,Liverpool,Bournemouth,H,H,A Taylor,2025/2026,3,10,2.0,6.0,7,10,10,2.73,1.73,5.82,100.0,7.0,2.03,1.4,4.0,1.36,1.78,81.82,1,3.2,2.06,11.85,45.45,4.0,5.84,19,7.0,13.0,6.0,6.01,100.0,2.0,1,1
2025-08-30,E0,15:00,Tottenham,Bournemouth,A,A,S Hooper,2025/2026,6,1,1.5,3.0,17,20,13,2.73,1.73,5.82,50.0,6.5,1.9,1.67,1.5,1.67,1.93,81.82,2,2.35,1.9,11.57,54.55,2.0,6.16,5,7.5,10.5,3.0,5.41,50.0,0.5,0,0
2025-09-27,E0,15:00,Leeds,Bournemouth,D,D,M Oliver,2025/2026,5,8,1.67,6.33,12,12,13,2.73,1.73,5.45,33.33,3.67,2.05,2.05,1.0,2.05,2.1,81.82,2,1.84,2.05,10.92,63.64,2.0,5.24,19,6.33,12.66,4.33,5.68,66.67,0.67,1,1
2025-10-18,E0,15:00,Crystal Palace,Bournemouth,D,A,J Gillett,2025/2026,5,7,2.0,3.5,8,8,16,2.73,1.73,3.83,50.0,4.25,1.9,1.84,1.5,1.8,2.0,81.82,1,2.08,1.95,10.03,41.67,2.25,5.49,20,6.0,9.5,4.75,4.54,75.0,1.25,1,1
2025-11-02,E0,16:30,Man City,Bournemouth,H,H,A Taylor,2025/2026,5,8,1.8,8.0,8,8,11,2.73,1.73,7.08,60.0,3.0,1.75,1.5,2.6,1.5,2.0,81.82,2,2.75,1.83,11.94,58.33,2.4,5.05,15,5.6,13.6,5.8,6.89,80.0,0.8,1,1
2025-11-09,E0,14:00,Aston Villa,Bournemouth,H,H,J Brooks,2025/2026,4,8,1.4,5.8,8,13,20,2.73,1.73,5.18,80.0,5.6,1.95,1.91,2.0,1.88,1.85,81.82,2,2.06,1.95,11.38,63.64,2.4,5.76,16,6.0,11.8,5.8,5.62,80.0,1.0,1,1
2025-11-29,E0,15:00,Sunderland,Bournemouth,H,A,T Robinson,2025/2026,6,6,1.6,4.2,14,18,13,2.73,1.73,3.73,40.0,2.6,2.0,2.0,1.8,2.0,1.98,81.82,5,1.87,22.0,10.03,45.45,3.0,5.25,12,5.0,9.2,7.0,4.78,100.0,1.2,1,0
2025-12-15,E0,20:00,Man United,Bournemouth,D,H,S Hooper,2025/2026,9,9,2.0,4.6,15,14,12,2.73,1.73,4.45,40.0,4.0,2.03,1.5,2.2,1.44,1.93,81.82,2,2.8,2.03,10.64,36.36,3.4,5.46,25,5.0,9.6,6.6,5.18,100.0,1.6,1,0
2025-12-27,E0,15:00,Brentford,Bournemouth,H,H,P Bankes,2025/2026,10,7,1.6,3.6,9,20,8,2.73,1.73,4.0,80.0,6.0,1.88,1.93,2.8,1.93,1.88,81.82,2,2.12,1.88,10.68,58.33,3.6,5.93,15,7.0,10.6,5.8,4.75,100.0,1.2,1,1
2025-12-30,E0,19:30,Chelsea,Bournemouth,D,D,S Barrott,2025/2026,6,3,1.8,7.0,5,17,12,2.73,1.73,6.91,60.0,4.2,2.03,1.5,1.8,1.4,1.88,81.82,1,3.0,2.05,12.27,54.55,3.4,5.54,17,6.8,13.8,6.2,6.73,100.0,1.0,1,1
2026-01-19,E0,20:00,Brighton,Bournemouth,D,A,P Tierney,2025/2026,2,5,2.0,6.6,7,11,6,2.73,1.73,5.55,20.0,5.2,1.98,1.55,1.4,1.5,1.9,81.82,2,2.7,1.98,11.85,54.55,2.8,5.81,17,6.2,12.8,7.2,6.04,80.0,1.2,0,1
2023-08-19,E0,15:00,Fulham,Brentford,A,A,D Bond,2023/2024,8,2,3.0,5.0,13,17,12,1.63,1.42,5.89,100.0,5.0,1.92,2.21,0.0,2.1,1.92,63.16,2,1.81,1.95,10.68,63.16,0.0,4.91,10,5.0,10.0,5.0,5.77,100.0,3.0,1,0
2023-09-16,E0,17:30,Newcastle,Brentford,H,D,C Pawson,2023/2024,2,2,1.5,6.33,8,11,12,1.63,1.42,5.89,66.67,5.67,2.01,1.84,2.33,1.73,1.75,63.16,3,2.26,2.05,10.86,68.42,0.5,4.81,9,4.0,10.33,6.5,6.05,50.0,1.0,0,1
2023-10-01,E0,14:00,Nott'm Forest,Brentford,D,D,P Tierney,2023/2024,5,1,1.33,4.0,6,18,10,1.63,1.42,4.32,33.33,7.33,1.89,2.46,1.33,2.1,2.08,63.16,1,1.79,1.91,10.3,52.63,0.67,5.53,6,6.33,10.33,4.67,4.77,33.33,1.0,0,1
2023-10-07,E0,15:00,Man United,Brentford,H,A,A Madley,2023/2024,3,8,1.25,8.8,10,11,17,1.63,1.42,7.84,60.0,4.0,2.02,1.75,1.4,1.62,1.87,63.16,0,2.36,2.06,12.55,68.42,1.0,5.31,21,6.0,14.8,5.25,7.24,50.0,1.4,1,1
2023-10-28,E0,12:30,Chelsea,Brentford,A,D,S Hooper,2023/2024,5,2,1.4,6.2,12,7,7,1.63,1.42,6.11,40.0,4.6,2.07,1.87,1.0,1.85,2.1,63.16,1,2.1,2.11,10.98,63.16,0.8,4.85,17,5.0,11.2,6.2,6.13,40.0,1.2,0,1
2023-11-12,E0,14:00,Liverpool,Brentford,H,H,P Tierney,2023/2024,3,10,0.8,8.0,16,16,12,1.63,1.42,8.58,80.0,4.4,2.01,1.48,2.8,1.44,1.85,63.16,1,3.0,2.04,12.16,68.42,1.4,4.47,17,5.6,13.6,6.4,7.69,40.0,0.2,1,1
2023-12-06,E0,19:30,Brighton,Brentford,H,D,P Bankes,2023/2024,2,7,1.0,6.4,10,8,8,1.63,1.42,7.05,60.0,2.8,1.97,1.68,1.8,1.62,1.95,63.16,3,2.41,2.0,11.11,57.89,1.6,4.45,18,5.6,12.0,6.2,6.66,60.0,1.2,1,0
2023-12-09,E0,15:00,Sheffield United,Brentford,H,H,S Attwell,2023/2024,4,4,0.8,3.6,14,10,13,1.63,1.42,4.11,60.0,6.2,2.07,2.12,1.0,1.95,2.02,63.16,5,2.04,2.12,10.09,84.21,1.6,5.28,9,4.2,7.8,6.6,4.81,60.0,1.6,0,0
2023-12-30,E0,15:00,Crystal Palace,Brentford,H,H,R Jones,2023/2024,4,6,0.8,5.6,14,9,10,1.63,1.42,5.42,60.0,4.2,2.0,2.4,1.4,2.3,2.11,63.16,0,1.75,2.03,10.25,63.16,1.8,4.52,13,4.0,9.6,6.6,5.73,60.0,1.8,1,1
2024-01-31,E0,19:30,Tottenham,Brentford,H,A,D Coote,2023/2024,5,5,0.8,4.6,13,9,15,1.63,1.42,7.21,100.0,6.8,2.05,1.49,2.6,1.44,1.9,63.16,2,2.93,2.08,11.54,84.21,2.4,5.03,19,4.4,9.0,5.6,6.51,80.0,1.4,1,0
2024-02-10,E0,15:00,Wolves,Brentford,A,A,S Hooper,2023/2024,6,5,1.2,6.0,11,9,9,1.63,1.42,5.21,60.0,4.0,2.07,1.85,1.8,1.84,1.99,63.16,2,2.14,2.12,10.28,63.16,1.8,4.71,17,3.6,9.6,5.8,5.57,60.0,1.6,0,1
2024-02-20,E0,19:30,Man City,Brentford,H,D,D England,2023/2024,2,11,1.0,10.0,12,6,6,1.63,1.42,8.16,20.0,1.4,2.03,1.4,1.8,1.36,2.03,63.16,2,3.3,2.14,11.44,57.89,1.6,3.78,25,3.2,13.2,6.4,7.66,40.0,0.4,0,1
2024-02-26,E0,20:00,West Ham,Brentford,H,H,S Hooper,2023/2024,8,6,1.4,2.0,5,14,9,1.63,1.42,4.68,40.0,4.4,2.02,1.85,1.4,1.75,1.89,63.16,1,2.14,2.04,9.74,52.63,2.2,4.84,17,3.8,5.8,6.0,4.9,60.0,1.8,1,0
2024-03-09,E0,17:30,Arsenal,Brentford,H,D,R Jones,2023/2024,4,6,1.4,7.4,9,9,10,1.63,1.42,6.79,80.0,3.6,2.04,1.48,2.8,1.4,1.78,63.16,2,3.05,2.08,10.76,73.68,2.0,4.1,17,3.8,11.2,6.6,6.66,60.0,1.0,1,1
2024-03-16,E0,15:00,Burnley,Brentford,H,H,D Bond,2023/2024,5,6,1.2,4.0,14,9,17,1.63,1.42,5.58,60.0,6.6,1.91,1.78,1.0,1.7,1.95,63.16,2,2.21,1.94,10.67,57.89,1.8,5.01,17,4.0,8.0,6.6,5.66,60.0,2.2,1,0
2024-04-06,E0,15:00,Aston Villa,Brentford,D,H,M Salisbury,2023/2024,3,3,1.4,7.8,15,8,11,1.63,1.42,6.0,80.0,4.2,2.0,1.63,2.0,1.57,2.07,63.16,2,2.47,2.05,10.76,78.95,2.4,4.41,11,3.8,11.6,7.4,6.35,80.0,2.2,1,1
2024-04-20,E0,15:00,Luton,Brentford,A,A,J Gillett,2023/2024,9,3,2.4,6.6,13,21,9,1.63,1.42,6.63,80.0,6.0,1.9,1.78,1.4,1.73,2.11,63.16,1,2.31,1.93,11.56,68.42,2.4,5.11,6,5.4,12.0,6.2,6.45,100.0,2.4,1,1
2024-04-27,E0,17:30,Everton,Brentford,H,D,D England,2023/2024,4,1,2.0,4.6,10,10,12,1.63,1.42,5.11,20.0,6.6,1.85,1.95,1.4,1.89,1.8,63.16,1,2.02,1.9,10.77,36.84,1.8,5.25,18,5.2,9.8,7.2,5.52,80.0,0.6,0,1
2024-05-11,E0,15:00,Bournemouth,Brentford,A,D,M Donohue,2023/2024,5,4,2.2,7.2,16,11,12,1.63,1.42,7.05,80.0,4.4,1.92,1.5,1.8,1.5,2.01,63.16,2,3.02,1.94,11.74,63.16,1.6,5.04,13,6.0,13.2,5.8,6.7,80.0,1.0,1,1
2024-08-25,E0,16:30,Liverpool,Brentford,H,H,S Attwell,2024/2025,2,8,0.0,9.0,10,8,7,1.16,1.37,6.53,0.0,4.0,2.01,1.34,2.0,1.3,1.87,57.89,2,3.55,2.05,11.32,63.16,2.0,4.07,19,4.0,13.0,9.0,7.25,0.0,0.0,0,1
2024-09-14,E0,15:00,Man City,Brentford,H,H,D Bond,2024/2025,5,7,0.5,11.0,9,8,3,1.16,1.37,7.0,100.0,2.0,1.98,1.45,3.0,1.44,1.85,57.89,3,3.14,2.11,11.34,73.68,2.0,3.48,18,3.5,14.5,10.5,7.86,50.0,1.0,1,1
2024-09-21,E0,15:00,Tottenham,Brentford,H,H,J Brooks,2024/2025,6,10,0.67,9.33,11,6,9,1.16,1.37,7.16,66.67,5.0,2.01,1.45,2.33,1.36,1.93,57.89,3,3.2,2.05,12.22,73.68,2.33,4.49,23,3.67,13.0,10.0,7.73,66.67,0.67,1,1
